ID,Title,Slug,Old URL,Date,Year,Categories,Tags,Words,Featured img,Suggested,Decision,Target collection,Notes
5818,NHS staff celebrate as holiday pay campaign bears fruit,nhs-staff-celebrate-as-holiday-pay-campaign-bears-fruit,https://lasunison.co.uk/nhs-staff-celebrate-as-holiday-pay-campaign-bears-fruit,2021-10-05,2021,Pay | UNISON News,,1272,Y,Keep (recent),,,
5562,FREE tuition and qualification for  Functional Skills,free-tuition-and-qualification-for-functional-skills,https://lasunison.co.uk/free-tuition-and-qualification-for-functional-skills,2021-10-05,2021,Benefits | Branch News | Education,ambulance | benefits | Education | EMT | las | unison,192,Y,Keep (recent),,,
5801,UNISON Greater London Region Celebrating Black History Month,unison-greater-london-region-celebrating-black-history-month,https://lasunison.co.uk/unison-greater-london-region-celebrating-black-history-month,2021-09-27,2021,UNISON News,unison | equalities,87,Y,Keep (recent),,,
5796,UNISON health members deliver damning verdict on government’s 3% increase,unison-health-members-deliver-damning-verdict-on-governments-3-increase,https://lasunison.co.uk/unison-health-members-deliver-damning-verdict-on-governments-3-increase,2021-09-20,2021,Pay | UNISON News,afc | ballot | consultation | government | NHS | pay | unison,677,Y,Keep (recent),,,
5788,London Ambulance Estates Strategy & Consolidation,london-ambulance-estates-strategy-consolidation,https://lasunison.co.uk/london-ambulance-estates-strategy-consolidation,2021-09-11,2021,Branch News | Branch Secretary,ambulance | branch | branch secretary | chief executive | covid 19 | health & safety | las | NHS | talks | unison,1073,Y,Keep (recent),,,
5771,Welfare of ambulance staff at risk as services face ‘unsustainable’ demand,welfare-of-ambulance-staff-at-risk-as-services-face-unsustainable-demand,https://lasunison.co.uk/welfare-of-ambulance-staff-at-risk-as-services-face-unsustainable-demand,2021-08-06,2021,UNISON News,ambulance | covid 19 | health & safety | las | NHS | unison | welfare,508,Y,Keep (recent),,,
5765,3% - That’s what the government has decided NHS staff in  England deserve,3-thats-what-the-government-has-decided-nhs-staff-in-england-deserve,https://lasunison.co.uk/3-thats-what-the-government-has-decided-nhs-staff-in-england-deserve,2021-08-05,2021,Pay | UNISON News,afc | consultation | government | las | NHS | pay | talks | unison,116,Y,Keep (recent),,,
5756,UNISON launches consultation over NHS rise that meets neither expectations nor real living wage,unison-launches-consultation-over-nhs-rise-that-meets-neither-expectations-nor-real-living-wage,https://lasunison.co.uk/unison-launches-consultation-over-nhs-rise-that-meets-neither-expectations-nor-real-living-wage,2021-07-28,2021,Pay | UNISON News | Agenda for Change,afc | ballot | consultation | government | NHS | pay | talks | unison,687,Y,Keep (recent),,,
5752,Government announce 3% NHS pay rise,government-announce-3-nhs-pay-rise,https://lasunison.co.uk/government-announce-3-nhs-pay-rise,2021-07-23,2021,Pay | UNISON News,afc | ballot | consultation | government | NHS | pay | talks | unison,513,Y,Keep (recent),,,
5725,All eyes on the PM to give health staff a decent pay rise,all-eyes-on-the-pm-to-give-health-staff-a-decent-pay-rise,https://lasunison.co.uk/all-eyes-on-the-pm-to-give-health-staff-a-decent-pay-rise,2021-06-23,2021,Pay | UNISON News,afc | branch | branch secretary | covid 19 | government | NHS | pay | talks | unison,403,Y,Keep (recent),,,
5711,UNISON joins the fight over proper use of health data,unison-joins-the-fight-over-proper-use-of-health-data,https://lasunison.co.uk/unison-joins-the-fight-over-proper-use-of-health-data,2021-06-03,2021,UNISON News,government | NHS | unison | Data,697,Y,Keep (recent),,,
5697,Wellbeing Day,wellbeing-day,https://lasunison.co.uk/wellbeing-day,2021-05-06,2021,Branch News | LAS News,annual leave | branch | covid 19 | las | pay | unison,97,Y,Keep (recent),,,
5688,National Executive Council elections 2021,national-executive-council-elections-2021,https://lasunison.co.uk/national-executive-council-elections-2021,2021-04-29,2021,UNISON News,ballot | branch secretary | NEC | unison | vote,641,Y,Keep (recent),,,
5685,National Black Members' Committee Meet and Greet,national-black-members-committee-meet-and-greet,https://lasunison.co.uk/national-black-members-committee-meet-and-greet,2021-04-29,2021,Equalities | UNISON News,unison,172,Y,Keep (recent),,,
5680,OUR KEY WORKERS DESERVE MORE,our-key-workers-deserve-more,https://lasunison.co.uk/our-key-workers-deserve-more,2021-04-27,2021,Pay | UNISON News,afc | government | las | NHS | pay | talks | unison,590,Y,Keep (recent),,,
5678,National Uniform,national-uniform,https://lasunison.co.uk/national-uniform,2021-04-23,2021,NHS News,ambulance | consultation | las | NHS | uniform,102,Y,Keep (recent),,,
5594,Long COVID: ‘It’s frightening not knowing where this will end up’,long-covid-its-frightening-not-knowing-where-this-will-end-up,https://lasunison.co.uk/long-covid-its-frightening-not-knowing-where-this-will-end-up,2021-04-12,2021,UNISON News,branch | covid 19 | government | health & safety | las | NHS | unison | welfare,1017,Y,Keep (recent),,,
5581,London Package 2021 – Improving Working Lives,london-package-2021-improving-working-lives,https://lasunison.co.uk/london-package-2021-improving-working-lives,2021-03-24,2021,Branch News | Pay,ambulance | branch | branch secretary | chief executive | consultation | EAC | EMT | eric | las | paramedic | pay | talks | unison,1015,Y,Keep (recent),,,
5569,UNISON secures corrective holiday payments for NHS staff in England,overtime-payments-and-pay-during-annual-leave,https://lasunison.co.uk/overtime-payments-and-pay-during-annual-leave,2021-03-17,2021,Pay | Agenda for Change,afc | government | pay | unison,611,Y,Keep (recent),,,
5565,Government responses to McCloud pension consultation and Pension Age Survey,government-responses-to-mccloud-pension-consultation-and-pension-age-survey,https://lasunison.co.uk/government-responses-to-mccloud-pension-consultation-and-pension-age-survey,2021-03-17,2021,Pay | Pensions,afc | ambulance | consultation | government | NHS | pay | pension | pensions | survey | unison,555,Y,Keep (recent),,,
5557,One per cent pay rise “is the worst kind of insult”,one-per-cent-pay-rise-is-the-worst-kind-of-insult,https://lasunison.co.uk/one-per-cent-pay-rise-is-the-worst-kind-of-insult,2021-03-04,2021,Pay | UNISON News,afc | covid 19 | government | NHS | pay | talks | unison,361,Y,Keep (recent),,,
5554,"Chancellor has ignored public service workers, says UNISON",chancellor-has-ignored-public-service-workers-says-unison,https://lasunison.co.uk/chancellor-has-ignored-public-service-workers-says-unison,2021-03-04,2021,UNISON News,afc | covid 19 | government | pay | unison,227,Y,Keep (recent),,,
5546,,,https://lasunison.co.uk/,2021-02-28,2021,General,,72,,Drop (draft),,,
5337,UPDATE YOUR DETAILS - RESULTS!,prize-draw,https://lasunison.co.uk/prize-draw,2021-02-24,2021,Benefits | Branch News | Membership,benefits | branch | communications | las | unison,411,Y,Keep (recent),,,
5573,HCPC registration fee rise,hcpc-registration-fee-rise,https://lasunison.co.uk/hcpc-registration-fee-rise,2021-02-21,2021,Pay | UNISON News,,369,Y,Keep (recent),,,
5530,Health & Safety Live,health-safety-live,https://lasunison.co.uk/health-safety-live,2021-02-16,2021,Health & Safety | UNISON News,health & safety | unison | training,226,Y,Keep (recent),,,
5533,Union safety reps are saving lives in the pandemic,union-safety-reps-are-saving-lives-in-the-pandemic,https://lasunison.co.uk/union-safety-reps-are-saving-lives-in-the-pandemic,2021-02-10,2021,Health & Safety,health & safety | TUC,913,Y,Keep (recent),,,
5522,ANNUAL GENERAL MEETING,,https://lasunison.co.uk/,2021-02-08,2021,General,,0,,Drop (draft),,,
5410,"Thank NHS staff with proper pay rise, say health unions",thank-nhs-staff-with-proper-pay-rise-say-health-unions,https://lasunison.co.uk/thank-nhs-staff-with-proper-pay-rise-say-health-unions,2021-01-13,2021,Pay | UNISON News,afc | ambulance | covid 19 | government | NHS | pay | unison,423,Y,Keep (recent),,,
5398,"Londoners should exercise ‘common sense’ when dialling 999, says UNISON",londoners-should-exercise-common-sense-when-dialling-999-says-unison,https://lasunison.co.uk/londoners-should-exercise-common-sense-when-dialling-999-says-unison,2021-01-08,2021,Branch News | Branch Secretary | UNISON News,ambulance | branch | branch secretary | covid 19 | EAC | EMT | green family | health & safety | las | NHS | paramedic | unison,482,Y,Keep (recent),,,
5377,Loss of another Much Loved Member Of LAS UNISON,loss-of-another-much-loved-member-of-las-unison,https://lasunison.co.uk/loss-of-another-much-loved-member-of-las-unison,2020-12-17,2020,Branch News,ambulance | branch | branch secretary | covid 19 | las,253,Y,Keep (recent),,,
5373,UNISON survey on greening the NHS,unison-survey-on-greening-the-nhs,https://lasunison.co.uk/unison-survey-on-greening-the-nhs,2020-12-14,2020,Health & Safety | UNISON News,health & safety | NHS | survey | unison | environment,240,Y,Keep (recent),,,
5334,Divide and rule won’t help the economic recovery,divide-and-rule-wont-help-the-economic-recovery,https://lasunison.co.uk/divide-and-rule-wont-help-the-economic-recovery,2020-11-25,2020,UNISON News,covid 19 | government | pay | unison,203,Y,Keep (recent),,,
5332,Overtime Payments,overtime-payments,https://lasunison.co.uk/overtime-payments,2020-11-25,2020,Branch News | Pay,afc | branch | covid 19 | las | pay | unison,105,Y,Keep (recent),,,
5306,Health workers in London urge local MPs to back early pay rise for exhausted staff and to protect the NHS,health-workers-in-london-urge-local-mps-to-back-early-pay-rise-for-exhausted-staff-and-to-protect-the-nhs,https://lasunison.co.uk/health-workers-in-london-urge-local-mps-to-back-early-pay-rise-for-exhausted-staff-and-to-protect-the-nhs,2020-11-05,2020,Branch News | Pay | UNISON News,afc | ambulance | branch | government | las | NHS | pay | unison,708,Y,Keep (recent),,,
5301,LAS UNISON has nominated Christina McAnea to lead our 1.3 million members as General Secretary,las-unison-has-nominated-christina-mcanea-to-lead-our-1-3-million-members-as-general-secretary,https://lasunison.co.uk/las-unison-has-nominated-christina-mcanea-to-lead-our-1-3-million-members-as-general-secretary,2020-11-02,2020,Branch News,branch | branch secretary | communications | general secretary | unison | vote,77,Y,Keep (recent),,,
5288,Letter to Secretary of State for Transport from London NHS Partnership,letter-to-secretary-of-state-for-transport-from-london-nhs-partnership,https://lasunison.co.uk/letter-to-secretary-of-state-for-transport-from-london-nhs-partnership,2020-10-29,2020,UNISON News,consultation | government | NHS | TFL | unison | Mayor of London,403,Y,Keep (recent),,,
5277,"A Woman's Place, is in UNISON - T-Shirts",a-womans-place-is-in-unison-t-shirts,https://lasunison.co.uk/a-womans-place-is-in-unison-t-shirts,2020-10-20,2020,Benefits | Branch News,branch | las | welfare,81,Y,Keep (recent),,,
5265,World Menopause Day,world-menopause-day,https://lasunison.co.uk/world-menopause-day,2020-10-15,2020,UNISON News,las | unison | welfare,93,Y,Keep (recent),,,
5260,UNISON webinar: HCPC – A Conversation With Your Regulator,unison-webinar-hcpc-a-conversation-with-your-regulator,https://lasunison.co.uk/unison-webinar-hcpc-a-conversation-with-your-regulator,2020-10-13,2020,Event | UNISON News,branch | consultation | hcpc | las | NHS | paramedic | unison,128,Y,Keep (recent),,,
5258,NHS staff say ‘#OneTeam2K’ as they call for a pay rise,nhs-staff-say-oneteam2k-as-they-call-for-a-pay-rise,https://lasunison.co.uk/nhs-staff-say-oneteam2k-as-they-call-for-a-pay-rise,2020-10-11,2020,Pay | UNISON News,branch | government | NHS | pay | unison,1047,Y,Keep (recent),,,
5244,LAS UNISON Snoods,las-unison-snoods,https://lasunison.co.uk/las-unison-snoods,2020-10-07,2020,Branch News,,65,Y,Keep (recent),,,
5209,Email your MP,email-your-mp,https://lasunison.co.uk/email-your-mp,2020-09-25,2020,Pay | UNISON News,afc | government | NHS | pay | talks | unison,151,Y,Keep (recent),,,
5202,Update to negotiated lump sum for EMT's,update-to-negotiated-lump-sum-for-emts,https://lasunison.co.uk/update-to-negotiated-lump-sum-for-emts,2020-09-24,2020,Branch News | Pay,afc | branch | EMT | las | pay | unison,162,Y,Keep (recent),,,
5189,ONE TEAM – 2K – PAY UP NOW,one-team-2k-pay-up-now,https://lasunison.co.uk/one-team-2k-pay-up-now,2020-09-11,2020,Pay | UNISON News,government | NHS | pay | talks | unison,627,Y,Keep (recent),,,
5165,"Give all NHS staff a wage rise immediately of at least £2k, says UNISON",give-all-nhs-staff-a-wage-rise-immediately-of-at-least-2k-says-unison,https://lasunison.co.uk/give-all-nhs-staff-a-wage-rise-immediately-of-at-least-2k-says-unison,2020-08-28,2020,Pay | UNISON News | Agenda for Change,afc | government | NHS | pay | unison,423,Y,Keep (recent),,,
5147,UNISON General Secretary Nomination,unison-general-secretary-nomination,https://lasunison.co.uk/unison-general-secretary-nomination,2020-08-20,2020,Branch News | UNISON News,branch | election | general secretary | unison,60,Y,Keep (recent),,,
5122,Vaccinations,5122-2,https://lasunison.co.uk/5122-2,2020-07-31,2020,Branch News | Health & Safety,branch | health & safety | las | unison,404,Y,Keep (recent),,,
5115,NHS Pension Scheme - Age Discrimination,nhs-pension-scheme-age-discrimination-2,https://lasunison.co.uk/nhs-pension-scheme-age-discrimination-2,2020-07-28,2020,Pensions | UNISON News,consultation | government | las | NHS | pension | pensions | talks | unison,340,Y,Keep (recent),,,
5113,UNISON London ambulance staff raise thousands for frontline workers,unison-london-ambulance-staff-raise-thousands-for-frontline-workers,https://lasunison.co.uk/unison-london-ambulance-staff-raise-thousands-for-frontline-workers,2020-07-28,2020,Branch News | Welfare,branch | covid 19 | green family | las | unison | welfare,295,Y,Keep (recent),,,
5100,‘We need our union to be stronger than ever’ Dave Prentis tells NEC,we-need-our-union-to-be-stronger-than-ever-dave-prentis-tells-nec,https://lasunison.co.uk/we-need-our-union-to-be-stronger-than-ever-dave-prentis-tells-nec,2020-07-24,2020,UNISON News,branch | dave | election | general secretary | pay | unison | welfare,875,Y,Keep (recent),,,
5091,Time to give a fair pay rise to all public service workers,time-to-give-a-fair-pay-rise-to-all-public-service-workers,https://lasunison.co.uk/time-to-give-a-fair-pay-rise-to-all-public-service-workers,2020-07-21,2020,Pay | UNISON News,branch | consultation | government | las | NHS | pay | talks | unison,168,Y,Keep (recent),,,
5044,Moving Forward on NHS Pay,moving-forward-on-nhs-pay,https://lasunison.co.uk/moving-forward-on-nhs-pay,2020-07-03,2020,Pay | UNISON News,afc | consultation | government | las | NHS | pay | talks | unison,309,Y,Keep (recent),,,
5022,Certificate of appreciation,certificate-of-appreciation,https://lasunison.co.uk/certificate-of-appreciation,2020-06-25,2020,Branch News | Welfare,benefits | branch | covid 19 | unison | welfare,107,Y,Keep (recent),,,
5013,New advice due on facemask wearing for NHS staff and visitors in England,new-advice-due-on-facemask-wearing-for-nhs-staff-and-visitors-in-england,https://lasunison.co.uk/new-advice-due-on-facemask-wearing-for-nhs-staff-and-visitors-in-england,2020-06-15,2020,Health & Safety | UNISON News,branch | covid 19 | government | health & safety | las | NHS | unison,877,Y,Keep (recent),,,
5003,Ambulance Charity Pin Badge,ambulance-charity-pin-badge,https://lasunison.co.uk/ambulance-charity-pin-badge,2020-06-12,2020,Branch News | Welfare,ambulance | branch | unison | welfare | charity,84,Y,Keep (recent),,,
4995,"Step up, stand up and speak out against racism",step-up-stand-up-and-speak-out-against-racism,https://lasunison.co.uk/step-up-stand-up-and-speak-out-against-racism,2020-06-11,2020,Equalities | UNISON News,covid 19 | government | unison | equalities,1219,Y,Keep (recent),,,
4981,NEC told: ‘We will hold government to account on COVID-19’,nec-told-we-will-hold-government-to-account-on-covid-19,https://lasunison.co.uk/nec-told-we-will-hold-government-to-account-on-covid-19,2020-06-10,2020,UNISON News,covid 19 | government | NEC | unison,599,Y,Keep (recent),,,
4969,Covid-19 Response Fund Donation,covid-19-response-fund-donation,https://lasunison.co.uk/covid-19-response-fund-donation,2020-06-05,2020,Branch News | Welfare,benefits | branch | covid 19 | unison | welfare,147,Y,Keep (recent),,,
4940,LAS UNISON - WE ARE ALL FRONTLINE T-SHIRTS,las-unison-we-are-all-frontline-t-shirts,https://lasunison.co.uk/las-unison-we-are-all-frontline-t-shirts,2020-06-04,2020,Benefits | Branch News,benefits | branch | covid 19 | las | NHS | unison,101,Y,Keep (recent),,,
4950,LAS UNISON Rainbow Badges,las-unison-rainbow-badges,https://lasunison.co.uk/las-unison-rainbow-badges,2020-06-03,2020,Branch News,,69,Y,Keep (recent),,,
4956,Loss of a much loved member of LAS UNISON last week,loss-of-a-much-loved-member-of-las-unison-last-week,https://lasunison.co.uk/loss-of-a-much-loved-member-of-las-unison-last-week,2020-06-01,2020,Branch News,,241,Y,Keep (recent),,,
4922,WORKING SAFELY WITH COVID,working-safely-with-covid,https://lasunison.co.uk/working-safely-with-covid,2020-05-23,2020,Branch News | Health & Safety,branch | covid 19 | health & safety | las | unison,235,Y,Keep (recent),,,
4912,NHS Trade Unions’ Blueprint for Return,nhs-trade-unions-blueprint-for-return,https://lasunison.co.uk/nhs-trade-unions-blueprint-for-return,2020-05-15,2020,UNISON News,afc | communications | covid 19 | government | las | NHS | pay | talks | unison,432,Y,Keep (recent),,,
4901,NHS Pension Scheme - Age Discrimination update,nhs-pension-scheme-age-discrimination-update,https://lasunison.co.uk/nhs-pension-scheme-age-discrimination-update,2020-05-13,2020,Equalities | Pay | Pensions | UNISON News,afc | consultation | covid 19 | government | pay | pension | pensions | talks | unison,192,Y,Keep (recent),,,
4900,Getting help as a member of UNISON,,https://lasunison.co.uk/,2020-05-13,2020,General,,0,,Drop (draft),,,
4895,Support for family and friends of deceased members,support-for-family-and-friends-of-deceased-members,https://lasunison.co.uk/support-for-family-and-friends-of-deceased-members,2020-05-13,2020,UNISON News | Welfare,benefits | branch | covid 19 | NHS | unison | welfare,301,Y,Keep (recent),,,
4889,Annual Leave Guidance during the COVID-19 Pandemic,annual-leave-guidance-during-the-covid-19-pandemic,https://lasunison.co.uk/annual-leave-guidance-during-the-covid-19-pandemic,2020-05-10,2020,Branch News | LAS News,annual leave | branch | consultation | covid 19 | government | las | NHS | talks | unison,200,Y,Keep (recent),,,
4881,There for You launches COVID-19 response fund,there-for-you-launches-covid-19-response-fund,https://lasunison.co.uk/there-for-you-launches-covid-19-response-fund,2020-05-08,2020,UNISON News | Welfare,benefits | unison | welfare,582,Y,Keep (recent),,,
4872,Loss of a Much Loved Paramedic & Former UNISON rep Yesterday,loss-of-a-much-loved-paramedic-former-unison-rep-yesterday,https://lasunison.co.uk/loss-of-a-much-loved-paramedic-former-unison-rep-yesterday,2020-05-07,2020,Branch News | LAS News,branch | las | paramedic | unison,152,Y,Keep (recent),,,
4873,Impact of Covid-19 on Black staff in the NHS,impact-of-covid-19-on-black-staff-in-the-nhs,https://lasunison.co.uk/impact-of-covid-19-on-black-staff-in-the-nhs,2020-05-07,2020,Branch News | Equalities | UNISON News,branch | consultation | government | las | NHS | unison | equalities | bame,649,Y,Keep (recent),,,
4862,Member update from UNISON Ambulance,member-update-from-unison-ambulance,https://lasunison.co.uk/member-update-from-unison-ambulance,2020-04-28,2020,Health & Safety | UNISON News,covid 19 | government | health & safety | las | NHS | unison,567,Y,Keep (recent),,,
4858,THANK YOU TO ALL LONDON AMBULANCE STAFF,thank-you-to-all-london-ambulance-staff,https://lasunison.co.uk/thank-you-to-all-london-ambulance-staff,2020-04-28,2020,Branch News | UNISON News,A&E Support | branch | branch secretary | communications | covid 19 | EAC | EMT | las | NHS | paramedic | unison,0,Y,Drop (stub),,,
4849,EMT Pay Journey Update,emt-pay-journey-update,https://lasunison.co.uk/emt-pay-journey-update,2020-04-27,2020,Branch News | Pay,branch | EMT | las | pay | unison,182,Y,Keep (recent),,,
4836,Remember COVID-19 dead this International Workers’ Memorial Day,remember-covid-19-dead-this-international-workers-memorial-day,https://lasunison.co.uk/remember-covid-19-dead-this-international-workers-memorial-day,2020-04-24,2020,UNISON News,covid 19 | NHS | unison,600,Y,Keep (recent),,,
4829,The London Ambulance Branch lost one of its most beloved and long-serving members today,the-london-ambulance-branch-lost-one-of-its-most-beloved-and-long-serving-members-today,https://lasunison.co.uk/the-london-ambulance-branch-lost-one-of-its-most-beloved-and-long-serving-members-today,2020-04-21,2020,Branch News,covid 19 | las | unison,234,Y,Keep (recent),,,
4815,Ambulance Sector Update – Personal Protective Equipment (PPE),,https://lasunison.co.uk/,2020-04-18,2020,Health & Safety | UNISON News,covid 19 | government | health & safety | las | NHS | talks | unison,595,Y,Drop (draft),,,
4810,LAS UNISON Produce Video asking people to stay at home,las-unison-produce-video-asking-people-to-stay-at-home,https://lasunison.co.uk/las-unison-produce-video-asking-people-to-stay-at-home,2020-04-17,2020,Branch News,branch | communications | covid 19 | NHS | unison,46,Y,Keep (recent),,,
4793,A Message of Thanks to our Members,a-message-of-thanks-to-our-members,https://lasunison.co.uk/a-message-of-thanks-to-our-members,2020-04-08,2020,Branch News,branch | covid 19 | las | unison,253,Y,Keep (recent),,,
4773,,,https://lasunison.co.uk/,2020-04-07,2020,General,,4,,Drop (draft),,,
4765,PPE UPDATE,ppe-update,https://lasunison.co.uk/ppe-update,2020-04-01,2020,Branch Secretary | Health & Safety,branch secretary | covid 19 | health & safety | las | NHS | unison | PPE,774,Y,Keep (recent),,,
4759,LAS UNISON to sponsor the LAS Wellbeing Hub,las-unison-to-sponsor-the-las-wellbeing-hub,https://lasunison.co.uk/las-unison-to-sponsor-the-las-wellbeing-hub,2020-04-01,2020,Branch News | Welfare,branch | covid 19 | green family | las | NHS | unison,119,Y,Keep (recent),,,
4753,Grave concerns over PPE Guidance,grave-concerns-over-ppe-guidance,https://lasunison.co.uk/grave-concerns-over-ppe-guidance,2020-03-29,2020,Branch Secretary | Health & Safety,branch secretary | covid 19 | health & safety | las | NHS | unison,324,Y,Keep (recent),,,
4751,PPE Request,ppe-request,https://lasunison.co.uk/ppe-request,2020-03-28,2020,Branch Secretary | Health & Safety,branch secretary | covid 19 | government | health & safety | las | unison,212,Y,Keep (recent),,,
4407,LAS UNISON Letter to COO regarding concerns around PPE & Testing,las-unison-letter-to-coo-regarding-concerns-around-ppe-testing,https://lasunison.co.uk/las-unison-letter-to-coo-regarding-concerns-around-ppe-testing,2020-03-25,2020,Branch Secretary | Health & Safety,branch secretary | covid 19 | health & safety | las | unison,333,Y,Keep (recent),,,
4402,"Government must reassure anxious NHS staff about equipment concerns, says UNISON",government-must-reassure-anxious-nhs-staff-about-equipment-concerns-says-unison,https://lasunison.co.uk/government-must-reassure-anxious-nhs-staff-about-equipment-concerns-says-unison,2020-03-25,2020,Health & Safety | UNISON News,covid 19 | government | health & safety | NHS | unison,384,Y,Keep (recent),,,
4016,Thank you from LAS UNISON,thank-you-from-las-unison,https://lasunison.co.uk/thank-you-from-las-unison,2020-03-20,2020,Branch News | Branch Secretary,branch | branch secretary | communications | covid 19 | las | unison,165,Y,Keep (recent),,,
2847,Coronavirus guidance for all members,coronavirus-guidance,https://lasunison.co.uk/coronavirus-guidance,2020-03-18,2020,Branch News | General | Health & Safety,branch | covid 19 | government | health & safety | las | NHS | unison,865,Y,Keep (recent),,,
2645,Annual General Meeting - CANCELLED,annual-general-meeting-2,https://lasunison.co.uk/annual-general-meeting-2,2020-03-12,2020,Branch News | Event,afc | branch | branch secretary | election | las | paramedic | pay | prentis | talks | unison,171,Y,Keep (recent),,,
3990,Letter to COO - Safe Staffing,letter-to-coo,https://lasunison.co.uk/letter-to-coo,2020-03-09,2020,Branch News | Branch Secretary | Current | Health & Safety,branch | branch secretary | covid 19 | health & safety | las | unison,630,Y,Keep (recent),,,
3977,RE: DCA OVERTIME BULLETIN,re-dca-overtime-bulletin,https://lasunison.co.uk/re-dca-overtime-bulletin,2020-03-06,2020,Branch Secretary,branch secretary | consultation | Corona | las | talks | unison,205,Y,Keep (recent),,,
3971,Functional Skills,functional-skills,https://lasunison.co.uk/functional-skills,2020-03-03,2020,Benefits | Branch News | Education,benefits | branch | branch secretary | Education | las | unison,230,Y,Keep (recent),,,
3952,Menopause survey,menopause-survey,https://lasunison.co.uk/menopause-survey,2020-02-20,2020,Branch News | Equalities,branch | consultation | las | MAP | survey | talks,285,Y,Keep (recent),,,
3937,Skill Mix Changes Update,skill-mix-changes-update,https://lasunison.co.uk/skill-mix-changes-update,2020-01-20,2020,Branch News,consultation | las | NQP | paramedic | talks,278,Y,Keep (recent),,,
3933,LAS UNISON wins award for securing qualifications for staff,las-unison-wins-award-for-securing-qualifications-for-staff,https://lasunison.co.uk/las-unison-wins-award-for-securing-qualifications-for-staff,2020-01-14,2020,Branch News | Branch Secretary | Education | LAS News,benefits | branch | branch secretary | las | unison,585,Y,Keep (recent),,,
3923,The latest from the pension age discrimination ruling,the-latest-from-the-pension-age-discrimination-ruling,https://lasunison.co.uk/the-latest-from-the-pension-age-discrimination-ruling,2020-01-09,2020,Pensions | UNISON News,government | pay | pension | pensions | talks | unison,321,Y,Keep (recent),,,
3838,UPDATE YOUR DETAILS PRIZE DRAW - Results,update-your-details-prize-draw-2,https://lasunison.co.uk/update-your-details-prize-draw-2,2019-12-15,2019,Benefits | Communications,benefits | branch | communications | croyde bay | las | unison,355,Y,Keep (recent),,,
3907,Skill Mix Changes,skill-mix-changes,https://lasunison.co.uk/skill-mix-changes,2019-12-02,2019,Branch News,branch | consultation | las | paramedic | talks | unison,456,Y,Keep (recent),,,
3828,Emergency Services Show 2019,emergency-services-show-2019,https://lasunison.co.uk/emergency-services-show-2019,2019-10-11,2019,Branch News | Communications | Health & Safety,communications | consultation | health & safety | las | NHS | unison,549,Y,Keep (recent),,,
3822,NHSE reviewing patient transport contracting after string of failures,nhse-reviewing-patient-transport-contracting-after-string-of-failures,https://lasunison.co.uk/nhse-reviewing-patient-transport-contracting-after-string-of-failures,2019-10-08,2019,Private Ambulance | UNISON News,NHS | PTS | unison,535,,Keep (recent),,,
3810,NHS Pension Scheme,nhs-pension-scheme-age-discrimination,https://lasunison.co.uk/nhs-pension-scheme-age-discrimination,2019-09-14,2019,Pensions | Retired | UNISON News,afc | government | NHS | pay | pension | pensions | talks | unison,2559,Y,Keep (recent),,,
3793,Update on EAC banding,update-on-eac-banding,https://lasunison.co.uk/update-on-eac-banding,2019-08-13,2019,Branch News | Branch Secretary | Pay,afc | branch | branch secretary | EAC | las | pay | unison,344,Y,Keep (recent),,,
3787,National Labour Link Committee,national-labour-link-committee,https://lasunison.co.uk/national-labour-link-committee,2019-08-11,2019,Branch News | Labour Link | UNISON News,ballot | branch | labour | labour link | unison | vote,461,Y,Keep (recent),,,
3779,EAC/TEAC Pay Update,eac-teac-pay-update,https://lasunison.co.uk/eac-teac-pay-update,2019-08-02,2019,Branch News | Branch Secretary | Pay,afc | branch | branch secretary | EAC | pay | talks | unison,133,Y,Keep (recent),,,
3763,Young Members Officer,young-members-officer,https://lasunison.co.uk/young-members-officer,2019-07-27,2019,Branch News | UNISON News | Young Members,branch | unison | young members,167,Y,Keep (recent),,,
3775,We need a maximum safe working temperature,we-need-a-maximum-safe-working-temperature,https://lasunison.co.uk/we-need-a-maximum-safe-working-temperature,2019-07-25,2019,Health & Safety | UNISON News,health & safety | unison,261,Y,Keep (recent),,,
3754,EAC Pay Band Review Update,eac-pay-band-review-update,https://lasunison.co.uk/eac-pay-band-review-update,2019-07-17,2019,Branch News | Pay,A&E Support | afc | branch | EAC | las | pay,274,Y,Keep (recent),,,
3725,EAC - Band 5 Job Evaluation,eac-band-5-job-evaluation,https://lasunison.co.uk/eac-band-5-job-evaluation,2019-05-14,2019,Branch News | Pay,A&E Support | afc | branch | EMT | las | pay | unison,175,Y,Keep (recent),,,
3713,UNISON response to the introduction of National ambulance vehicle specification for English NHS ambulance trusts,unison-response-to-the-introduction-of-national-ambulance-vehicle-specification-for-english-nhs-ambulance-trusts,https://lasunison.co.uk/unison-response-to-the-introduction-of-national-ambulance-vehicle-specification-for-english-nhs-ambulance-trusts,2019-04-19,2019,UNISON News,consultation | NHS | talks | unison | vehicles,328,Y,Keep (recent),,,
3697,UNISON National Executive Council Elections – Your Voice Your Vote,unison-national-executive-council-elections-your-voice-your-vote,https://lasunison.co.uk/unison-national-executive-council-elections-your-voice-your-vote,2019-04-04,2019,Branch News | UNISON News,ballot | branch | election | NEC | unison | vote,207,Y,Keep (recent),,,
