ID,Title,Slug,Old URL,Date,Year,Categories,Tags,Words,Featured img,Suggested,Decision,Target collection,Notes
3694,Update on EAC Role,update-on-eac-role,https://lasunison.co.uk/update-on-eac-role,2019-04-04,2019,Branch News | Pay,A&E Support | branch | EAC | las | pay | talks,247,Y,Keep (recent),,,
3685,National ambulance vehicle specification for English NHS ambulance trusts,national-ambulance-vehicle-specification-for-english-nhs-ambulance-trusts,https://lasunison.co.uk/national-ambulance-vehicle-specification-for-english-nhs-ambulance-trusts,2019-03-30,2019,General,consultation | government | las | NHS,45,Y,Keep (recent),,,
3670,The NHS Pay Deal - Year 2,the-nhs-pay-deal-year-2,https://lasunison.co.uk/the-nhs-pay-deal-year-2,2019-03-30,2019,Pay | UNISON News | Agenda for Change,afc | pay | unison,1546,Y,Keep (recent),,,
5571,We’ve stopped the Health and Care Professions Council 18% fees hike!,weve-stopped-the-health-and-care-professions-council-18-fees-hike,https://lasunison.co.uk/weve-stopped-the-health-and-care-professions-council-18-fees-hike,2019-03-21,2019,Branch News | Pay,branch | consultation | hcpc | las | paramedic | unison,375,Y,Keep (recent),,,
3664,LAS UNISON AGM,las-unison-agm-2,https://lasunison.co.uk/las-unison-agm-2,2019-03-21,2019,Branch News,branch | las | unison,120,Y,Keep (recent),,,
3646,LAS UNISON response to Annual Leave Proposal,las-unison-response-to-annual-leave-proposal,https://lasunison.co.uk/las-unison-response-to-annual-leave-proposal,2019-02-25,2019,Branch News | Pay,annual leave | consultation | las | pay | talks,101,Y,Keep (recent),,,
3625,LAS EMT4 Management Proposal Update,las-emt4-management-proposal-update,https://lasunison.co.uk/las-emt4-management-proposal-update,2019-02-15,2019,Branch News | Branch Secretary,afc | branch secretary | consultation | EMT | pay | unison,150,Y,Keep (recent),,,
3635,HCPC decision to increase fees is ‘hugely disappointing’,,https://lasunison.co.uk/,2019-02-15,2019,General,,16,,Drop (draft),,,
3618,NO to 18% Fee Rise by the HCPC,no-to-18-fee-rise-by-the-hcpc,https://lasunison.co.uk/no-to-18-fee-rise-by-the-hcpc,2019-02-15,2019,General,,76,Y,Keep (recent),,,
3616,HCPC fee increase is an unjustified ‘tax on practising’,,https://lasunison.co.uk/,2019-02-14,2019,General,,237,,Drop (draft),,,
3598,HCPC Fees increase consultation,hcpc-fees-increase-consultation,https://lasunison.co.uk/hcpc-fees-increase-consultation,2019-02-07,2019,Branch News | UNISON News,consultation | hcpc | paramedic | unison,238,Y,Keep (recent),,,
3591,LAS Management Annual Leave Proposal Update,las-management-annual-leave-proposal-update,https://lasunison.co.uk/las-management-annual-leave-proposal-update,2019-02-05,2019,Branch News,,189,Y,Keep (recent),,,
3563,Staff Council publishes guidance on new pay progression system for England,staff-council-publishes-guidance-on-new-pay-progression-system-for-england,https://lasunison.co.uk/staff-council-publishes-guidance-on-new-pay-progression-system-for-england,2019-01-21,2019,Pay | UNISON News | Agenda for Change,agenda 4 change | pay,443,Y,Keep (recent),,,
3555,Branch noticeboard competition winners announced!,branch-noticeboard-competition-winners-announced,https://lasunison.co.uk/branch-noticeboard-competition-winners-announced,2019-01-16,2019,Branch News | Communications | UNISON News,branch | communications | competition | noticeboard | unison,324,Y,Keep (recent),,,
3551,Annual Leave proposal,annual-leave-proposal,https://lasunison.co.uk/annual-leave-proposal,2019-01-14,2019,Branch News | LAS News | Pay,consultation | las | talks,446,Y,Keep (recent),,,
3543,EMT 4 Proposal,emt-4-proposal,https://lasunison.co.uk/emt-4-proposal,2019-01-14,2019,Branch News | Pay,consultation | las,202,Y,Keep (recent),,,
3523,"New Year, Old Issues",new-year-old-issues,https://lasunison.co.uk/new-year-old-issues,2019-01-02,2019,Branch News,branch | las | unison | white ribbon,365,Y,Keep (recent),,,
3516,HCPC fees consultation,hcpc-fees-consultation,https://lasunison.co.uk/hcpc-fees-consultation,2018-12-18,2018,Branch News | UNISON News,hcpc | unison,182,Y,Review,,,
3512,Fleet Consultation,fleet-consultation,https://lasunison.co.uk/fleet-consultation,2018-12-17,2018,Branch News,ambulance | consultation | government | las | NHS,301,Y,Review,,,
3435,UPDATE YOUR DETAILS PRIZE DRAW,update-your-details-prize-draw,https://lasunison.co.uk/update-your-details-prize-draw,2018-10-30,2018,Benefits | Branch News | Membership,benefits | branch | unison,255,Y,Keep (evergreen),,,
3443,Annex 5 (E) and Section 2 Unsocial Hours payments,annex-5-e-and-section-2-unsocial-hours-payments,https://lasunison.co.uk/annex-5-e-and-section-2-unsocial-hours-payments,2018-10-15,2018,Branch News | Pay | Unsocial Hours | Agenda for Change,afc | las | NHS | pay | unison,180,Y,Review,,,
3419,Family Fun Day,family-fun-day,https://lasunison.co.uk/family-fun-day,2018-09-13,2018,Branch News | Event | LAS News,benefits | branch | family | fun | green family | las,168,Y,Review,,,
3412,The English NHS pay deal – in six charts,the-english-nhs-pay-deal-in-six-charts,https://lasunison.co.uk/the-english-nhs-pay-deal-in-six-charts,2018-09-13,2018,Pay | UNISON News | Agenda for Change,afc | pay | unison,979,Y,Review,,,
3312,Justice restored - How UNISON BEAT THE GOVERNMENT in the battle over employment tribunal fees,justice-restored-how-unison-beat-the-government-in-the-battle-over-employment-tribunal-fees,https://lasunison.co.uk/justice-restored-how-unison-beat-the-government-in-the-battle-over-employment-tribunal-fees,2018-08-11,2018,UNISON News,dave | general secretary | government | unison,721,,Review,,,
3276,Celebrate and defend the NHS at 70,celebrate-and-defend-the-nhs-at-70,https://lasunison.co.uk/celebrate-and-defend-the-nhs-at-70,2018-06-15,2018,Branch News | UNISON News,government | las | march | NHS | unison,125,Y,Review,,,
3218,Pay rise for NHS staff in England,pay-rise-for-nhs-staff-in-england,https://lasunison.co.uk/pay-rise-for-nhs-staff-in-england,2018-06-08,2018,Pay | UNISON News,afc | ballot | consultation | government | las | NHS | pay | unison,529,Y,Review,,,
3194,Fundraising for Lesley Shaw,fundraising-for-lesley-shaw,https://lasunison.co.uk/fundraising-for-lesley-shaw,2018-05-21,2018,Branch News,branch | communications | green family | las | paramedic | unison,119,Y,Review,,,
3173,TUC national demonstration: Step Up for Public Services,tuc-national-demonstration-step-up-for-public-services,https://lasunison.co.uk/tuc-national-demonstration-step-up-for-public-services,2018-04-20,2018,Branch News | Event | UNISON News,branch | demonstration | march | pay | unison,279,,Review,,,
3128,Pay Update from UNISON National Ambulance Sector,pay-update-from-national-unison-ambulance-sector,https://lasunison.co.uk/pay-update-from-national-unison-ambulance-sector,2018-04-11,2018,Pay | UNISON News,afc | consultation | government | pay | talks | unison | vote,801,Y,Review,,,
3123,NHS Pay Proposal - Branch Update,nhs-pay-proposal-branch-update,https://lasunison.co.uk/nhs-pay-proposal-branch-update,2018-03-29,2018,Branch News | Pay | UNISON News | Unsocial Hours | Agenda for Change,afc | ballot | branch | consultation | government | las | pay | talks | unison,2034,Y,Review,,,
3115,UNISON puts major proposal for NHS pay to its members,unison-puts-major-proposal-for-nhs-pay-to-its-members,https://lasunison.co.uk/unison-puts-major-proposal-for-nhs-pay-to-its-members,2018-03-22,2018,Pay | UNISON News,afc | ballot | consultation | government | pay | talks | unison | vote,937,Y,Review,,,
3108,Operational Management Restructure,operational-management-restructure,https://lasunison.co.uk/operational-management-restructure,2018-03-14,2018,Branch News | LAS News,branch chair | consultation | las | talks | unison,55,Y,Review,,,
3095,"NHS Staff Survey results show that woeful pay has taken its toll, says UNISON",nhs-staff-survey-results-show-that-woeful-pay-has-taken-its-toll-says-unison,https://lasunison.co.uk/nhs-staff-survey-results-show-that-woeful-pay-has-taken-its-toll-says-unison,2018-03-06,2018,Pay | UNISON News,las | pay | survey | unison,244,,Review,,,
3081,UNISON Lottery supporting There for You,unison-lottery-supporting-there-for-you,https://lasunison.co.uk/unison-lottery-supporting-there-for-you,2018-03-03,2018,Welfare,benefits | unison | welfare,165,Y,Keep (evergreen),,,
3051,Rest Break Policy - End of Shift Arrangements,rest-break-policy-end-of-shift-arrangements,https://lasunison.co.uk/rest-break-policy-end-of-shift-arrangements,2018-02-16,2018,Branch News,branch | consultation | las | pay | rest breaks | talks | unison,359,,Review,,,
3021,Pay Claim Update & Survey,pay-claim-update-survey,https://lasunison.co.uk/pay-claim-update-survey,2018-02-02,2018,Pay | UNISON News,afc | ballot | consultation | government | pay | survey | talks | unison,266,Y,Review,,,
2999,Inside the NHS’s winter crisis,inside-the-nhss-winter-crisis,https://lasunison.co.uk/inside-the-nhss-winter-crisis,2018-01-27,2018,Branch News | Labour Link | UNISON News,government | las | NHS | unison,1135,Y,Review,,,
2965,Christmas present appeal,christmas-present-appeal,https://lasunison.co.uk/christmas-present-appeal,2017-12-08,2017,Branch News,branch | las | unison,384,,Review,,,
2955,NHS pay – UNISON response to Budget,nhs-pay-unison-response-to-budget,https://lasunison.co.uk/nhs-pay-unison-response-to-budget,2017-12-03,2017,General | Pay | UNISON News | Agenda for Change,afc | consultation | government | pay | talks | unison,733,,Review,,,
2952,Holiday Pay,holiday-pay,https://lasunison.co.uk/holiday-pay,2017-11-30,2017,Branch News | Pay,afc | pay | unison,266,Y,Review,,,
2939,Band 6 Paramedic Job Description & NQP's  - Joint National Update,band-6-paramedic-job-description-nqps-joint-national-update,https://lasunison.co.uk/band-6-paramedic-job-description-nqps-joint-national-update,2017-11-20,2017,Pay | UNISON News,afc | paramedic | pay | unison,696,,Review,,,
2921,Former Dynasty star highlights UNISON’s Pay Up Now! campaign,former-dynasty-star-highlights-unisons-pay-up-now-campaign,https://lasunison.co.uk/former-dynasty-star-highlights-unisons-pay-up-now-campaign,2017-11-09,2017,Pay | UNISON News,afc | general secretary | government | pay | prentis | unison,324,,Review,,,
2897,Proposed New Rest Break Policy,proposed-new-rest-break-policy,https://lasunison.co.uk/proposed-new-rest-break-policy,2017-10-20,2017,Branch News | Pay,afc | benefits | consultation | las | pay | rest breaks | talks,44,,Review,,,
2872,Rodney Bickerstaffe,rodney-bickerstaffe,https://lasunison.co.uk/rodney-bickerstaffe,2017-10-03,2017,UNISON News,general secretary | unison,425,,Review,,,
2863,UNISON calls on government to fund a proper NHS pay rise,unison-calls-on-government-to-fund-a-proper-nhs-pay-rise,https://lasunison.co.uk/unison-calls-on-government-to-fund-a-proper-nhs-pay-rise,2017-09-19,2017,Pay | UNISON News,afc | government | pay | prentis | unison,364,,Review,,,
2853,Joint Union Notice - NQP Fast Track Position Sept 2017,joint-union-notice-nqp-fast-track-position-sept-2017,https://lasunison.co.uk/joint-union-notice-nqp-fast-track-position-sept-2017,2017-09-01,2017,Pay | UNISON News,afc | paramedic | pay | talks | unison,1143,Y,Review,,,
2848,Rest Breaks - August Update,rest-breaks-august-update,https://lasunison.co.uk/rest-breaks-august-update,2017-08-11,2017,Branch News | Branch Secretary | Pay,benefits | branch secretary | consultation | las | pay | rest breaks | talks,418,,Review,,,
2842,How UNISON changed the law: the story behind our success,how-unison-changed-the-law-the-story-behind-our-success,https://lasunison.co.uk/how-unison-changed-the-law-the-story-behind-our-success,2017-08-03,2017,UNISON News,government | unison,1521,,Review,,,
2839,LAS UNISON MEMBERS RECEIVE EXTRA PAY FOLLOWING UNISON VICTORY IN SUPREME COURT,las-unison-members-receive-extra-pay-following-unison-victory-in-supreme-court,https://lasunison.co.uk/las-unison-members-receive-extra-pay-following-unison-victory-in-supreme-court,2017-07-28,2017,Branch News | Pay | UNISON News,government | las | pay | unison,150,,Review,,,
2834,UNISON’s tribunal fee verdict is a victory for everyone in work,unisons-tribunal-fee-verdict-is-a-victory-for-everyone-in-work,https://lasunison.co.uk/unisons-tribunal-fee-verdict-is-a-victory-for-everyone-in-work,2017-07-26,2017,UNISON News,government | unison,781,,Review,,,
2830,Dave Lamey,dave-lamey,https://lasunison.co.uk/dave-lamey,2017-07-24,2017,General,,83,,Review,,,
2788,‘Now is the time!’ Dave Prentis tells conference,now-time-dave-prentis-tells-conference,https://lasunison.co.uk/now-time-dave-prentis-tells-conference,2017-06-20,2017,Branch News | UNISON News,branch | eric | labour | las | prentis | president | unison,558,,Review,,,
2779,Rest Breaks & NQP Update,rest-breaks-nqp-update,https://lasunison.co.uk/rest-breaks-nqp-update,2017-05-24,2017,Branch News | Branch Secretary | Current,branch secretary | consultation | las | paramedic | pay | rest breaks | talks,352,,Review,,,
2760,Pay Consultation,pay-consultation,https://lasunison.co.uk/pay-consultation,2017-05-17,2017,Branch News | General | Pay | UNISON News,afc | ballot | consultation | pay | strike | survey | talks | unison | vote,137,,Review,,,
2756,Trade Union Act 2016 - New regulations,trade-union-act-2016-new-regulations,https://lasunison.co.uk/trade-union-act-2016-new-regulations,2017-05-17,2017,UNISON News,government,694,,Review,,,
2722,EL Presidente T-Shirt,el-presidente-t-shirt,https://lasunison.co.uk/el-presidente-t-shirt,2017-04-23,2017,Branch News,communications | mind | president | unison,327,,Review,,,
2715,NHS PAY AWARD 2017/18,nhs-pay-award-201718,https://lasunison.co.uk/nhs-pay-award-201718,2017-04-04,2017,Branch News | Branch Secretary | Pay,afc | ballot | branch secretary | consultation | pay | talks | unison | vote,409,,Review,,,
2704,NEC ELECTIONS,nec-elections,https://lasunison.co.uk/nec-elections,2017-04-03,2017,Branch News | UNISON News,election | NEC | unison | vote,238,,Review,,,
2686,Pay Award Announced,pay-award-announced,https://lasunison.co.uk/pay-award-announced,2017-03-28,2017,Pay | UNISON News,afc | government | pay | talks | unison,321,,Review,,,
2682,EMT4 Pay Cap,emt4-pay-cap,https://lasunison.co.uk/emt4-pay-cap,2017-03-23,2017,Branch News | Branch Secretary | Pay | Agenda for Change,afc | EMT | pay | talks,260,Y,Review,,,
2670,Implementation of band 6 for paramedics,implementation-band-6-paramedics,https://lasunison.co.uk/implementation-band-6-paramedics,2017-03-06,2017,Branch News | Pay | Agenda for Change,afc | las | paramedic | pay | unison,215,,Review,,,
2630,Remembering Eric - A UNISON celebration of the life of Eric Roberts,remembering-eric-unison-celebration-life-eric-roberts,https://lasunison.co.uk/remembering-eric-unison-celebration-life-eric-roberts,2017-01-25,2017,Branch News | Event | UNISON News,branch secretary | eric | las | president | unison,149,Y,Review,,,
2610,Eric Roberts – Plans for memorial tribute,eric-roberts-plans-memorial-tribute,https://lasunison.co.uk/eric-roberts-plans-memorial-tribute,2017-01-10,2017,Event | UNISON News,branch secretary | eric | survey | unison,137,Y,Review,,,
2594,Time to Talk about Pay,time-talk-pay-2,https://lasunison.co.uk/time-talk-pay-2,2016-12-23,2016,Pay | UNISON News,,411,Y,Archive,,,
2477,Remembering Eric,remembering-eric,https://lasunison.co.uk/remembering-eric,2016-12-20,2016,Branch News | Branch Secretary,branch secretary | eric | president | unison,1407,Y,Archive,,,
2538,New pay deal for paramedics,new-pay-deal-paramedics,https://lasunison.co.uk/new-pay-deal-paramedics,2016-12-09,2016,Pay | UNISON News | Agenda for Change,afc | paramedic | pay | talks | unison,507,Y,Archive,,,
2540,NEC pays tribute to Eric Roberts,nec-pays-tribute-eric-roberts,https://lasunison.co.uk/nec-pays-tribute-eric-roberts,2016-12-07,2016,Branch Secretary | UNISON News,prentis | president | unison,542,Y,Archive,,,
2466,Eric Roberts,eric-roberts,https://lasunison.co.uk/eric-roberts,2016-11-24,2016,Branch News | Branch Secretary,,219,Y,Archive,,,
2457,Update regarding progress towards implementation of Band 6 for Paramedics,paramedic-band6-progress-update,https://lasunison.co.uk/paramedic-band6-progress-update,2016-11-15,2016,Branch News | Pay | Agenda for Change,afc | las | pay | talks | unison,206,Y,Archive,,,
2453,Paramedic Banding Update – Band 6 Profile Publication,band-6-profile-publication,https://lasunison.co.uk/band-6-profile-publication,2016-11-15,2016,Pay | UNISON News | Agenda for Change,afc | pay | talks | unison,580,Y,Archive,,,
2443,Young Workers Month,young-workers-month,https://lasunison.co.uk/young-workers-month,2016-11-01,2016,UNISON News,survey | unison | young workers,225,Y,Archive,,,
2396,Paramedic Banding - Joint Trade Union Statement,paramedic-banding-joint-trade-union-statement,https://lasunison.co.uk/paramedic-banding-joint-trade-union-statement,2016-09-19,2016,Pay | UNISON News | Agenda for Change,afc | pay | talks | unison,556,Y,Archive,,,
2354,Central & SE Sector launch Facebook Group,central-se-sector-launch-facebook-group,https://lasunison.co.uk/central-se-sector-launch-facebook-group,2016-08-06,2016,Branch News | Website News,,246,,Archive,,,
2365,Time to Talk about Pay,time-talk-pay,https://lasunison.co.uk/time-talk-pay,2016-07-29,2016,Pay | UNISON News | Unsocial Hours | Agenda for Change,afc | pay | survey | talks,665,Y,Archive,,,
2358,Welcome to UNISON Living,welcome-unison-living,https://lasunison.co.uk/welcome-unison-living,2016-07-23,2016,Benefits | UNISON News,benefits | free stuff | unison,512,Y,Keep (evergreen),,,
2288,Do you know a health hero?,know-health-hero,https://lasunison.co.uk/know-health-hero,2016-07-08,2016,UNISON News,,241,,Archive,,,
2285,You’ll never walk alone with Eric,youll-never-walk-alone-eric,https://lasunison.co.uk/youll-never-walk-alone-eric,2016-07-07,2016,Branch News | Branch Secretary | UNISON News,president | unison,881,Y,Archive,,,
2213,Eric Roberts becomes president of UNISON,eric-roberts-becomes-president-unison,https://lasunison.co.uk/eric-roberts-becomes-president-unison,2016-06-25,2016,Branch News | Branch Secretary | UNISON News,branch | election | unison,132,,Archive,,,
2158,Ambulance Workforce Issues – Joint Statement,ambulance-workforce-issues-joint-statement,https://lasunison.co.uk/ambulance-workforce-issues-joint-statement,2016-06-20,2016,Pay | Pensions | UNISON News | Agenda for Change,afc | pay | pension | pensions | talks | unison,356,Y,Keep (evergreen),,,
1647,New Website,new-website,https://lasunison.co.uk/new-website,2016-06-18,2016,Communications | Website News,communications | website,582,Y,Archive,,,
2180,LAS UNISON Launch Newsletter,las-unison-launch-newsletter,https://lasunison.co.uk/las-unison-launch-newsletter,2016-06-17,2016,Branch News,branch | communications | las | unison,246,,Archive,,,
1877,2015/16 NHS Pay Settlement for Ambulance Staff – consultative ballot results,201516-nhs-pay-settlement-for-ambulance-staff-consultative-ballot-results,https://lasunison.co.uk/201516-nhs-pay-settlement-for-ambulance-staff-consultative-ballot-results,2016-06-03,2016,Branch News | Pay | UNISON News | Agenda for Change,afc | ballot | pay | talks | unison | vote,308,Y,Archive,,,
1726,Tax Relief on UNISON Subsciptions,tax-relief-on-unison-subsciptions,https://lasunison.co.uk/tax-relief-on-unison-subsciptions,2016-05-25,2016,Benefits | Sections,,230,Y,Keep (evergreen),,,
1709,Early Retirement Reduction Buy Out (ERRBO),early-retirement-reduction-buy-out-errbo,https://lasunison.co.uk/early-retirement-reduction-buy-out-errbo,2016-05-25,2016,Pay | Pensions | UNISON News,,397,,Keep (evergreen),,,
1689,Octopus monthly prize draw,octopus-monthly-prize-draw,https://lasunison.co.uk/octopus-monthly-prize-draw,2016-05-22,2016,Uncategorized,,311,Y,Archive,,,
1580,AMBULANCE SERVICE INDUSTRIAL ACTION  CONSULTATIVE BALLOT,ambulance-service-industrial-action-consultative-ballot,https://lasunison.co.uk/ambulance-service-industrial-action-consultative-ballot,2016-04-28,2016,Pay | UNISON News | Agenda for Change,afc | ballot | election | government | pay | pension | pensions | strike | talks | vote,440,Y,Archive,,,
1583,Ambulance workers to be balloted over pay,ambulance-workers-to-be-balloted-over-pay,https://lasunison.co.uk/ambulance-workers-to-be-balloted-over-pay,2016-04-26,2016,Pay | UNISON News | Agenda for Change,afc | ballot | pay | pension | pensions | strike | talks | unison | vote,378,Y,Archive,,,
1564,NHS pay award 2016/17,nhs-pay-award-201617,https://lasunison.co.uk/nhs-pay-award-201617,2016-03-18,2016,Pay | UNISON News | Agenda for Change,afc | pay | talks | unison,218,,Archive,,,
1211,UNISON reacts to London Ambulance Service being placed into special measures,test-post,https://lasunison.co.uk/test-post,2015-11-30,2015,Branch News | LAS News | UNISON News,las | unison,262,,Archive,,,
1307,NHS Pay Review Body Evidence,nhs-pay-review-body-evidence,https://lasunison.co.uk/nhs-pay-review-body-evidence,2015-11-24,2015,Pay | UNISON News | Agenda for Change,afc | hcpc | las | paramedic | pay | survey | unison,797,,Archive,,,
1065,UNISON general secretary shows support for London Ambulance Service members,unison-general-secretary-shows-support-for-london-ambulance-service-members,https://lasunison.co.uk/unison-general-secretary-shows-support-for-london-ambulance-service-members,2015-11-10,2015,Branch News | Branch Secretary | UNISON News,dave | election | las | prentis | unison,265,,Archive,,,
1059,General Secretary Election,general-secretary-election-2,https://lasunison.co.uk/general-secretary-election-2,2015-11-03,2015,Branch News | UNISON News,ballot | election | prentis | unison | vote,196,,Archive,,,
1054,Joint Trade Union Paramedic Retention Survey 2015,joint-trade-union-paramedic-retention-survey-2015,https://lasunison.co.uk/joint-trade-union-paramedic-retention-survey-2015,2015-10-11,2015,Other | UNISON News,survey | unison,97,,Archive,,,
1049,Salary sacrifice arrangements and your NHS pension,salary-sacrifice-arrangements-and-your-nhs-pension,https://lasunison.co.uk/salary-sacrifice-arrangements-and-your-nhs-pension,2015-05-11,2015,Pay | Pensions,pay | pension | pensions,462,,Keep (evergreen),,,
1040,Developing a UNISON response to HCPC 12.5% fee hike for registrants,developing-a-unison-response-to-hcpc-12-5-fee-hike-for-registrants,https://lasunison.co.uk/developing-a-unison-response-to-hcpc-12-5-fee-hike-for-registrants,2015-04-20,2015,General | UNISON News,government | hcpc | pay | survey | unison,1074,,Archive,,,
1024,NEC Election 2015,nec-election-2015,https://lasunison.co.uk/nec-election-2015,2015-04-16,2015,Branch News | UNISON News,,195,,Archive,,,
1035,UNISON comments on Andy Burnham’s speech at its health conference,unison-comments-on-andy-burnhams-speech-at-its-health-conference,https://lasunison.co.uk/unison-comments-on-andy-burnhams-speech-at-its-health-conference,2015-04-15,2015,UNISON News,election | government | labour | unison | vote,203,,Archive,,,
1038,UNISON report reveals scale of secret stress among ambulance workers in London,unison-report-reveals-scale-of-secret-stress-among-ambulance-workers-in-london,https://lasunison.co.uk/unison-report-reveals-scale-of-secret-stress-among-ambulance-workers-in-london,2015-04-11,2015,Branch News | UNISON News,las | survey | unison,911,,Archive,,,
1027,UNISON survey reveals scale of secret stress among ambulance workers,unison-survey-reveals-scale-of-secret-stress-among-ambulance-workers,https://lasunison.co.uk/unison-survey-reveals-scale-of-secret-stress-among-ambulance-workers,2015-04-10,2015,UNISON News,survey | unison,872,,Archive,,,
1031,UNISON comments on half a year of missed A&E targets,unison-comments-on-half-a-year-of-missed-ae-targets,https://lasunison.co.uk/unison-comments-on-half-a-year-of-missed-ae-targets,2015-04-08,2015,UNISON News,unison | vote,130,,Archive,,,
975,Ambulance stress survey 2015,ambulance-stress-survey-2015,https://lasunison.co.uk/ambulance-stress-survey-2015,2015-03-19,2015,UNISON News,survey | unison,174,Y,Archive,,,
969,NHS staff survey shows nothing has been done to support workers,nhs-staff-survey-shows-nothing-has-been-done-to-support-workers,https://lasunison.co.uk/nhs-staff-survey-shows-nothing-has-been-done-to-support-workers,2015-03-07,2015,LAS News | UNISON News,survey | unison | website,302,,Archive,,,
967,UNISON NHS members in England accept government’s pay offer,unison-nhs-members-in-england-accept-governments-pay-offer,https://lasunison.co.uk/unison-nhs-members-in-england-accept-governments-pay-offer,2015-03-03,2015,Pay | UNISON News,afc | ballot | pay | strike | talks | unison | vote,249,,Archive,,,
50,ANNUAL GENERAL MEETING,annual-general-meeting,https://lasunison.co.uk/annual-general-meeting,2015-02-19,2015,Branch News | Event,afc | las | unison,51,,Archive,,,
950,NHS Pay Proposals 2015 - 16,nhs-pay-proposals-2015-16,https://lasunison.co.uk/nhs-pay-proposals-2015-16,2015-02-05,2015,Branch News | General | Pay | UNISON News,afc | ballot | pay | strike | talks | unison | vote,527,Y,Archive,,,
946,Detail of the NHS Pay offer including ambulance proposals,detail-of-the-nhs-pay-offer-including-ambulance-proposals,https://lasunison.co.uk/detail-of-the-nhs-pay-offer-including-ambulance-proposals,2015-01-28,2015,Pay | Pensions | UNISON News | Unsocial Hours | Agenda for Change,afc | ballot | pay | pension | pensions | strike | talks | unison | vote,311,,Keep (evergreen),,,
942,Industrial Action planned for this Thursday 29th January 2015 and 25th February 2015 is SUSPENDED,industrial-action-planned-for-this-thusday-29th-january-2015-and-25th-february-2015-is-suspended,https://lasunison.co.uk/industrial-action-planned-for-this-thusday-29th-january-2015-and-25th-february-2015-is-suspended,2015-01-27,2015,Branch News | Pay | UNISON News,afc | ballot | pay | strike | talks | unison,101,,Archive,,,
936,Call to take 12 Hour strike action Thursday 29th January 2015,call-to-take-12-hour-strike-action-thursday-29th-january-2015,https://lasunison.co.uk/call-to-take-12-hour-strike-action-thursday-29th-january-2015,2015-01-23,2015,Branch News | Branch Secretary | Pay | UNISON News,afc | ballot | pay | strike | talks | unison,263,Y,Archive,,,
938,UNSOCIAL HOURS and UNISON members pay 2015,unsocial-hours-and-unison-members-pay-2015,https://lasunison.co.uk/unsocial-hours-and-unison-members-pay-2015,2015-01-23,2015,Pay | UNISON News | Unsocial Hours | Agenda for Change,afc | pay | strike | talks | unison,287,,Archive,,,
940,RCN publish guidance for their members,rcn-publish-guidance-for-their-members,https://lasunison.co.uk/rcn-publish-guidance-for-their-members,2015-01-23,2015,General | Pay,afc | strike,307,Y,Archive,,,
934,UNISON welcomes appointment of London Ambulance Service interim CEO,unison-welcomes-appointment-of-london-ambulance-service-interim-ceo,https://lasunison.co.uk/unison-welcomes-appointment-of-london-ambulance-service-interim-ceo,2015-01-21,2015,Branch News | LAS News | UNISON News,chief executive | unison,314,Y,Archive,,,
929,Further Strike Action Jan/Feb 2015,further-strike-action-janfeb-2015,https://lasunison.co.uk/further-strike-action-janfeb-2015,2015-01-07,2015,Branch News | Pay | UNISON News | Agenda for Change,afc | ballot | pay | strike | unison,489,,Archive,,,
925,Letter to CE Ann Radmore from LAS UNISON Branch Secretary,letter-to-ce-ann-radmore-from-las-unison-branch-secretary,https://lasunison.co.uk/letter-to-ce-ann-radmore-from-las-unison-branch-secretary,2014-11-16,2014,Branch News | Branch Secretary,afc | chief executive | las | pay | talks | unison,698,Y,Archive,,,
923,Call to take strike action - Mon 24 Nov,call-to-take-strike-action-mon-24-nov,https://lasunison.co.uk/call-to-take-strike-action-mon-24-nov,2014-11-13,2014,Branch News | Branch Secretary | Pay | UNISON News,afc | pay | strike | unison,209,Y,Archive,,,
920,Pay Dispute – Day of Action Monday 13th October 2014,pay-dispute-day-of-action-monday-13th-october-2014,https://lasunison.co.uk/pay-dispute-day-of-action-monday-13th-october-2014,2014-10-02,2014,Branch News | Pay | UNISON News,afc | ballot | las | pay | strike | talks | unison | vote,249,,Archive,,,
916,NHS WORKERS VOTE YES TO STRIKE ACTION AND ACTION SHORT OF STRIKE ACTION,nhs-workers-vote-yes-to-strike-action-and-action-short-of-strike-action,https://lasunison.co.uk/nhs-workers-vote-yes-to-strike-action-and-action-short-of-strike-action,2014-09-18,2014,General,,404,Y,Archive,,,
912,NHS PAY Newsletter - Ambulance Edition,nhs-pay-newsletter-ambulance-edition,https://lasunison.co.uk/nhs-pay-newsletter-ambulance-edition,2014-09-16,2014,Branch News | Pay | UNISON News | Agenda for Change,afc | ballot | las | pay | strike | talks | unison | vote,873,,Archive,,,
908,NHS Pay 2015-16 (England),nhs-pay-2015-16-england,https://lasunison.co.uk/nhs-pay-2015-16-england,2014-09-12,2014,Pay | UNISON News | Unsocial Hours | Agenda for Change,afc | ballot | pay | talks | unison | vote,458,,Archive,,,
896,NHS PAY BALLOT - VOTE YES,nhs-pay-ballot-vote-yes,https://lasunison.co.uk/nhs-pay-ballot-vote-yes,2014-08-07,2014,Pay | UNISON News | Agenda for Change,afc | ballot | pay | strike | talks | unison | vote,157,,Archive,,,
893,Eric Roberts elected Vice President of UNISON,eric-roberts-elected-vice-president-of-unison,https://lasunison.co.uk/eric-roberts-elected-vice-president-of-unison,2014-06-20,2014,Branch News | Branch Secretary | UNISON News,unison,83,Y,Archive,,,
