ID,Title,Slug,Date,Type,File / URL,Suggested,Decision,Notes
4563,UNISON response to HCPC fee consultation Dec 2018,unison-response-to-hcpc-fee-consultation-dec-2018-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/UNISON response to HCPC fee consultation Dec 2018.pdf,Keep (recent),,
4533,20190327_NHSI_Feedback_on_Consultation,20190327_nhsi_feedback_on_consultation-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/20190327_NHSI_Feedback_on_Consultation.pdf,Keep (recent),,
4535,20190327_National_Ambulance_Vehicle_Specification_final,20190327_national_ambulance_vehicle_specification_final-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/20190327_National_Ambulance_Vehicle_Specification_final.pdf,Keep (recent),,
4537,HCPC outcome of consultation,hcpc-outcome-of-consultation-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/HCPC outcome of consultation.pdf,Keep (recent),,
4539,NHS+Staff+Council+Framework+agreement+21+March+2018,nhsstaffcouncilframeworkagreement21march2018-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/NHS+Staff+Council+Framework+agreement+21+March+2018.pdf,Keep (recent),,
4541,NHS_staff_survey_2017_RRU_full,nhs_staff_survey_2017_rru_full-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/NHS_staff_survey_2017_RRU_full.pdf,Keep (recent),,
4543,NHS_staff_survey_2017_RRU_sum,nhs_staff_survey_2017_rru_sum-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/NHS_staff_survey_2017_RRU_sum.pdf,Keep (recent),,
4487,12june2016-mem,12june2016-mem-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-mem.pdf,Keep (recent),,
4489,12june2016-retire,12june2016-retire-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-retire.pdf,Keep (recent),,
4491,12june2016-wel,12june2016-wel-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-wel.pdf,Keep (recent),,
4493,BC - 15 Nov 16,bc-15-nov-16-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/BC - 15 Nov 161.pdf,Keep (recent),,
4495,BC - 16 Feb 18,bc-16-feb-18-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/BC - 16 Feb 18.pdf,Keep (recent),,
4497,BC - 20 Jan 18,bc-20-jan-18-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/BC - 20 Jan 18.pdf,Keep (recent),,
4499,BC - 5 Feb 2019,bc-5-feb-2019-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/BC - 5 Feb 2019.pdf,Keep (recent),,
4501,BS - 3 April 17,bs-3-april-17-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/BS - 3 April 17.pdf,Keep (recent),,
4503,BS - EACS - 2 Aug 19,bs-eacs-2-aug-19-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/BS - EACS - 2 Aug 19.pdf,Keep (recent),,
4505,BS - LAS UNISON Bulletin Rest Breaks - Aug 17,bs-las-unison-bulletin-rest-breaks-aug-17-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/BS - LAS UNISON Bulletin Rest Breaks - Aug 17.pdf,Keep (recent),,
4507,BS April 17,bs-april-17-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/BS April 17.pdf,Keep (recent),,
4509,Branch Sec - 06032020,branch-sec-06032020-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch Sec - 06032020.pdf,Keep (recent),,
4511,Comms - pay rates march 2019,comms-pay-rates-march-2019-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Comms - pay rates march 2019.pdf,Keep (recent),,
4513,Education - 12 Nov 2018,education-12-nov-2018-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Education - 12 Nov 2018.pdf,Keep (recent),,
4515,Education - 29 Apr 19,education-29-apr-19-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Education - 29 Apr 19.pdf,Keep (recent),,
4517,General - Pay proposal - April 2018,general-pay-proposal-april-2018-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/General - Pay proposal - April 2018.pdf,Keep (recent),,
4519,General - Pay proposal - March 2018,general-pay-proposal-march-2018-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/General - Pay proposal - March 2018.pdf,Keep (recent),,
4521,bc-25june2016,bc-25june2016-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/bc-25june2016.pdf,Keep (recent),,
4523,bsblog-9july10,bsblog-9july10-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/bsblog-9july10.pdf,Keep (recent),,
4525,comms-july16,comms-july16-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/comms-july16.pdf,Keep (recent),,
4527,facebook15sep,facebook15sep-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/facebook15sep.pdf,Keep (recent),,
4529,pay bulletin 2017,pay-bulletin-2017-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/pay bulletin 2017.pdf,Keep (recent),,
4531,payrates2016,payrates2016-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/payrates2016.pdf,Keep (recent),,
4473,12june2016-bc,12june2016-bc-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-bc.pdf,Keep (recent),,
4475,12june2016-comms,12june2016-comms-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-comms.pdf,Keep (recent),,
4477,12june2016-edu,12june2016-edu-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-edu.pdf,Keep (recent),,
4479,12june2016-eq,12june2016-eq-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-eq.pdf,Keep (recent),,
4481,12june2016-gen,12june2016-gen-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-gen.pdf,Keep (recent),,
4483,12june2016-hs,12june2016-hs-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-hs.pdf,Keep (recent),,
4485,12june2016-lab,12june2016-lab-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/12june2016-lab.pdf,Keep (recent),,
4469,Update your details 2019,update-your-details-2019-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Update your details 2019.pdf,Keep (recent),,
4471,textalertletter,textalertletter-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/textalertletter.pdf,Keep (recent),,
4461,2016rulebook1,2016rulebook1-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/2016rulebook1.pdf,Keep (recent),,
4463,2018 Rule Book,2018-rule-book-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/2018 Rule Book.pdf,Keep (recent),,
4465,24896_posteredit4,24896_posteredit4-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/24896_posteredit4.pdf,Keep (form/reference),,
4467,AmbTodaytributetoEric,ambtodaytributetoeric-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/AmbTodaytributetoEric.pdf,Keep (recent),,
4454,branch-10th-november-15,branch-10th-november-15-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/branch-10th-november-15.pdf,Keep (recent),,
4456,branch12thjuly2016,branch12thjuly2016-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/branch12thjuly2016.pdf,Keep (recent),,
4458,branch30thmarch2016,branch30thmarch2016-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/branch30thmarch2016.pdf,Keep (recent),,
4414,2017-01-25 CHSG Minutes1,2017-01-25-chsg-minutes1-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/2017-01-25 CHSG Minutes1.pdf,Keep (recent),,
4416,2018-05 staff council minutes Draft,2018-05-staff-council-minutes-draft-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/2018-05 staff council minutes Draft.pdf,Keep (recent),,
4418,2018-07 OPF minutes DRAFT,2018-07-opf-minutes-draft-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/2018-07 OPF minutes DRAFT.pdf,Keep (recent),,
4420,Branch11thApril2018,branch11thapril2018-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch11thApril2018.pdf,Keep (recent),,
4422,Branch13thApril2017,branch13thapril2017-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch13thApril2017.pdf,Keep (recent),,
4424,Branch13thJune2017,branch13thjune2017-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch13thJune2017.pdf,Keep (recent),,
4426,Branch15thAugust2018,branch15thaugust2018-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch15thAugust2018.pdf,Keep (recent),,
4428,Branch16thJanuary2017,branch16thjanuary2017-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch16thJanuary2017.pdf,Keep (recent),,
4430,Branch17thFebruary2017,branch17thfebruary2017-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch17thFebruary2017.pdf,Keep (recent),,
4432,Branch17thMarch2017,branch17thmarch2017-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch17thMarch2017.pdf,Keep (recent),,
4434,Branch17thMay2017,branch17thmay2017-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch17thMay2017.pdf,Keep (recent),,
4436,Branch6thDecember2016,branch6thdecember2016-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Branch6thDecember2016.pdf,Keep (recent),,
4438,Minutes Clinical Education Standards Sub Group Mtg Wednesday 25th October 2017,minutes-clinical-education-standards-sub-group-mtg-wednesday-25th-october-2017-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Minutes Clinical Education Standards Sub Group Mtg Wednesday 25th October 2017.pdf,Keep (recent),,
4440,OPF MINUTES 07 08 17,opf-minutes-07-08-17-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/OPF MINUTES 07 08 17.pdf,Keep (recent),,
4442,OPF MINUTES 11 10 16,opf-minutes-11-10-16-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/OPF MINUTES 11 10 16.pdf,Keep (recent),,
4444,OPF MINUTES 24 01 2017 - Final,opf-minutes-24-01-2017-final-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/OPF MINUTES 24 01 2017 - Final.pdf,Keep (recent),,
4446,Vehicle Working Group 011216,vehicle-working-group-011216-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Vehicle Working Group 011216.pdf,Keep (recent),,
4448,Vehicle Working Group 050418 (1),vehicle-working-group-050418-1-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Vehicle Working Group 050418 (1).pdf,Keep (recent),,
4450,Vehicle Working Group 081117,vehicle-working-group-081117-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Vehicle Working Group 081117.pdf,Keep (recent),,
4452,Vehicle Working Group 160218,vehicle-working-group-160218-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/Vehicle Working Group 160218.pdf,Keep (recent),,
4410,Letter to AACE regarding PPE,letter-to-aace-regarding-ppe-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/AACE letter final.pdf,Keep (recent),,
4404,UNISON letter to SOS regarding PPE,unison-letter-to-sos-regarding-ppe-2,2020-03-25,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/2020 03 25 SG letter to SoS re PPE.pdf,Keep (recent),,
5389,CASE Form,case-form-2,2018-08-20,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/case form aug 2018.pdf,Keep (form/reference),,
3071,Click here to download a flyer,agm-invite-2018,2018-02-24,pdf,https://lasunison.co.uk/wp-content/uploads/2017/02/AGM-Invite-2018.pdf,Review by date,,
2559,labour link news letter dec16,labour-link-news-letter-dec16,2016-12-18,pdf,https://lasunison.co.uk/wp-content/uploads/2016/12/labour-link-news-letter-dec16.pdf,Review by date,,
4401,Update regarding progress towards implementation of Band 6 for Paramedics,update-regarding-progress-towards-implementation-of-band-6-for-paramedics-2,2016-11-15,pdf,https://lasunison.co.uk/wp-content/uploads/mdocs/BC - 15 Nov 16.pdf,Review by date,,
2104,privatenewsletter2,privatenewsletter2,2016-06-18,pdf,https://lasunison.co.uk/wp-content/uploads/2016/05/privatenewsletter2.pdf,Review by date,,
1838,pay rates 2016,pay-rates-2016,2016-05-28,pdf,https://lasunison.co.uk/wp-content/uploads/2016/05/pay-rates-2016.pdf,Review by date,,
1833,Pay Circular,pay-circular-1-2016,2016-05-28,pdf,https://lasunison.co.uk/wp-content/uploads/2016/05/Pay-Circular-1-2016.pdf,Review by date,,
1710,ERRBO Flyer Final Version (003),errbo-flyer-final-version-003,2016-05-25,pdf,https://lasunison.co.uk/wp-content/uploads/2016/05/ERRBO-Flyer-Final-Version-003.pdf,Review by date,,
1692,UNISON Welfare Newsletter may 2016 (003),unison-welfare-newsletter-may-2016-003,2016-05-23,pdf,https://lasunison.co.uk/wp-content/uploads/2015/12/UNISON-Welfare-Newsletter-may-2016-003.pdf,Review by date,,
971,Download the Summary,nhs_staff_survey_2014_rru_sum,2015-03-07,pdf,https://lasunison.co.uk/wp-content/uploads/2015/03/nhs_staff_survey_2014_rru_sum.pdf,Review by date,,
970,Download the Staff survey for the London Ambulance Service,nhs_staff_survey_2014_rru_full,2015-03-07,pdf,https://lasunison.co.uk/wp-content/uploads/2015/03/nhs_staff_survey_2014_rru_full.pdf,Review by date,,
954,Frequently Asked Questions for members,hc-016-15_nhs_pay_proposals_ballot_attachment_3_-_member_faqs,2015-02-05,pdf,https://lasunison.co.uk/wp-content/uploads/2015/02/HC-016-15_NHS_pay_proposals_ballot_attachment_3_-_Member_FAQs.pdf,Review by date,,
953,Stewards’ briefing to assist you and branch reps to explain to members how the proposals could affect them,hc-016-15_nhs_pay_proposals_ballot_attachment_2_-_stewards_briefing,2015-02-05,pdf,https://lasunison.co.uk/wp-content/uploads/2015/02/HC-016-15_NHS_pay_proposals_ballot_attachment_2_-_Stewards_briefing.pdf,Review by date,,
951,HC-016-15_NHS_pay_proposals_ballot_2015-16,hc-016-15_nhs_pay_proposals_ballot_2015-16,2015-02-05,pdf,https://lasunison.co.uk/wp-content/uploads/2015/02/HC-016-15_NHS_pay_proposals_ballot_2015-16.pdf,Review by date,,
952,"A4 2 sided letter from Head of Health Christina McAnea, giving the outline elements of the proposals and encouraging members to have their say in the consultation",hc-016-15_nhs_pay_proposals_ballot_attachment_1_-_a4_2sided_ballot_insert_letter,2015-02-05,pdf,https://lasunison.co.uk/wp-content/uploads/2015/02/HC-016-15_NHS_pay_proposals_ballot_attachment_1_-_A4_2sided_ballot_insert_letter.pdf,Review by date,,
947,Click here to download and read the offer letter from Jeremy Hunt to Christina which the SGE agreed to consult members on.,jhunt-to-cmcanea-210115,2015-01-28,pdf,https://lasunison.co.uk/wp-content/uploads/2015/01/JHunt-to-CMcAnea-210115.pdf,Review by date,,
913,Click Here to download a PDF version of the Ambulance pay newsletter Sept 2014,ambulance-pay-newsletter-sept-2014,2014-09-16,pdf,https://lasunison.co.uk/wp-content/uploads/2014/09/Ambulance-pay-newsletter-Sept-2014.pdf,Review by date,,
910,Click Here to Download the Letter,hc-072-14-nhs-pay-2015-16-england-attachment-1,2014-09-12,pdf,https://lasunison.co.uk/wp-content/uploads/2014/09/HC-072-14-NHS-Pay-2015-16-England-attachment-1.pdf,Review by date,,
909,HC-072-14 NHS Pay 2015-16 (England),hc-072-14-nhs-pay-2015-16-england,2014-09-12,pdf,https://lasunison.co.uk/wp-content/uploads/2014/09/HC-072-14-NHS-Pay-2015-16-England.pdf,Review by date,,
899,Health Ballot 2014 - Vote YES Leaflet,health-ballot-2014-vote-yes-leaflet,2014-08-07,pdf,https://lasunison.co.uk/wp-content/uploads/2014/08/Health-Ballot-2014-Vote-YES-Leaflet.pdf,Review by date,,
881,Download this as a PDF for display in your workplace﻿,pension-choice-2,2014-04-12,pdf,https://lasunison.co.uk/wp-content/uploads/2014/04/Pension-Choice-2.pdf,Review by date,,
872,Download the National NHS staff survey - Brief summary,nhs_staff_survey_2013_rru_sum,2014-02-27,pdf,https://lasunison.co.uk/wp-content/uploads/2014/02/NHS_staff_survey_2013_RRU_sum.pdf,Review by date,,
871,Download the 2013 staff survey results - executive summary,2013_staff_survey_results_exec_summary,2014-02-27,pdf,https://lasunison.co.uk/wp-content/uploads/2014/02/2013_staff_survey_results_exec_summary.pdf,Review by date,,
865,Click here to download this for display in your workplace,unison-update-on-ambulance-unsocial-hours-negotiations,2014-01-30,pdf,https://lasunison.co.uk/wp-content/uploads/2014/01/UNISON-update-on-ambulance-unsocial-hours-negotiations.pdf,Review by date,,
809,Click here to download the UNISON submission to Working Longer review Sept 2013,unison-submission-to-working-longer-review-sept-2013,2013-09-11,pdf,https://lasunison.co.uk/wp-content/uploads/2013/09/UNISON-submission-to-Working-Longer-review-Sept-2013.pdf,Review by date,,
806,BS Annex E - 09 September 2013,bs-annex-e-09-september-2013,2013-09-09,pdf,https://lasunison.co.uk/wp-content/uploads/2013/09/BS-Annex-E-09-September-2013.pdf,Review by date,,
800,unsocial hours response - Unison,unsocial-hours-response-unison,2013-09-03,pdf,https://lasunison.co.uk/wp-content/uploads/2013/09/unsocial-hours-response-Unison.pdf,Review by date,,
799,HR bulletin_Unsocial hours payments_30Aug2013l,hr-bulletin_unsocial-hours-payments_30aug2013l,2013-09-03,pdf,https://lasunison.co.uk/wp-content/uploads/2013/09/HR-bulletin_Unsocial-hours-payments_30Aug2013l.pdf,Review by date,,
798,Annex E Letter to Tony Crabtree,annex-e-letter-to-tony-crabtree,2013-09-03,pdf,https://lasunison.co.uk/wp-content/uploads/2013/09/Annex-E-Letter-to-Tony-Crabtree.pdf,Review by date,,
797,Annex E Formal Dispute,annex-e-formal-dispute,2013-09-03,pdf,https://lasunison.co.uk/wp-content/uploads/2013/09/Annex-E-Formal-Dispute.pdf,Keep (form/reference),,
775,Download Tables showing exact deductions per pay band,tables,2013-07-25,pdf,https://lasunison.co.uk/wp-content/uploads/2013/07/Tables.pdf,Review by date,,
773,Click here for a joint GMB/UNITE poster for your workplace,21745_unsocialhours_jointunions_1st,2013-07-25,pdf,https://lasunison.co.uk/wp-content/uploads/2013/07/21745_UNsocialhours_jointunions_1st.pdf,Keep (form/reference),,
774,View common FAQs,faqs,2013-07-25,pdf,https://lasunison.co.uk/wp-content/uploads/2013/07/FAQs.pdf,Review by date,,
772,Click here to download a poster for your workplace,21719_unsocial_hours_poster_3rd,2013-07-25,pdf,https://lasunison.co.uk/wp-content/uploads/2013/07/21719_Unsocial_hours_Poster_3rd.pdf,Keep (form/reference),,
771,Click here to download more information,21718_unsocial_hours_clock_version_3rd,2013-07-25,pdf,https://lasunison.co.uk/wp-content/uploads/2013/07/21718_Unsocial_hours_clock_version_3rd.pdf,Keep (form/reference),,
768,Letter to UNISON,unisonletterv3,2013-07-25,pdf,https://lasunison.co.uk/wp-content/uploads/2013/07/UNISONletterv3.pdf,Review by date,,
767,UNISON response to 5th July 2013 letter,unison-response-to-5th-july-2013-letter,2013-07-25,pdf,https://lasunison.co.uk/wp-content/uploads/2013/07/UNISON-response-to-5th-July-2013-letter.pdf,Review by date,,
762,Click here to download the new Case management form,case-management-form-rev-july-2013,2013-07-16,pdf,https://lasunison.co.uk/wp-content/uploads/2013/07/Case-management-form-rev-july-2013.pdf,Keep (form/reference),,
729,LAS Response to consultation report,27-06-2013_response_to_consultation_report,2013-07-01,pdf,https://lasunison.co.uk/wp-content/uploads/2013/06/27-06-2013_response_to_consultation_report.pdf,Review by date,,
720,Click here to download a PDF,response-to-unison-050613-2,2013-06-11,pdf,https://lasunison.co.uk/wp-content/uploads/2013/06/response-to-Unison-050613-2.pdf,Review by date,,
708,capacity_modelling_review_-_15_april_2013,capacity_modelling_review_-_15_april_2013,2013-05-12,pdf,https://lasunison.co.uk/wp-content/uploads/2013/04/capacity_modelling_review_-_15_april_2013.pdf,Review by date,,
705,Click here to download the AES Survey plus Appendix 01_05_2013,aes-survey-plus-appendix-01_05_2013,2013-05-12,pdf,https://lasunison.co.uk/wp-content/uploads/2013/05/AES-Survey-plus-Appendix-01_05_2013.pdf,Review by date,,
702,Click here to download a PDF,time-for-change-unison-response,2013-05-12,pdf,https://lasunison.co.uk/wp-content/uploads/2013/05/Time-For-Change-Unison-Response.pdf,Review by date,,
686,Annual Leave Arrangements - FINAL DRAFT - 17Apr13,annual-leave-arrangements-final-draft-17apr13,2013-04-27,pdf,https://lasunison.co.uk/wp-content/uploads/2013/04/Annual-Leave-Arrangements-FINAL-DRAFT-17Apr13.pdf,Review by date,,
685,Active Area Cover Arrangements - FINAL DRAFT - 17Apr13,active-area-cover-arrangements-final-draft-17apr13,2013-04-27,pdf,https://lasunison.co.uk/wp-content/uploads/2013/04/Active-Area-Cover-Arrangements-FINAL-DRAFT-17Apr13.pdf,Review by date,,
684,Rest Break Arrangements - FINAL DRAFT - 17Apr13,rest-break-arrangements-final-draft-17apr13,2013-04-27,pdf,https://lasunison.co.uk/wp-content/uploads/2013/04/Rest-Break-Arrangements-FINAL-DRAFT-17Apr13.pdf,Review by date,,
683,A Time For Change Document,patient-care-a5-v21,2013-04-27,pdf,https://lasunison.co.uk/wp-content/uploads/2013/04/Patient-Care-A5-v21.pdf,Review by date,,
678,Click Here to download the above in a bulletin for display in your workplace,bs-26-april-2013,2013-04-26,pdf,https://lasunison.co.uk/wp-content/uploads/2013/04/BS-26-April-2013.pdf,Review by date,,
655,HC- 010-13 Consultation on the Agenda for Change Proposals in England shows support for acceptance,hc-010-13-consultation-on-the-agenda-for-change-proposals-in-england-shows-support-for-acceptance,2013-02-16,pdf,https://lasunison.co.uk/wp-content/uploads/2013/02/HC-010-13-Consultation-on-the-Agenda-for-Change-Proposals-in-England-shows-support-for-acceptance.pdf,Review by date,,
631,Agenda for Change Proposals,hc-103-12-agenda-for-change-proposals-attachment-1,2012-12-15,pdf,https://lasunison.co.uk/wp-content/uploads/2012/12/HC-103-12-Agenda-for-Change-Proposals-attachment-1.pdf,Review by date,,
566,You can download a copy by clicking here,20704,2012-04-04,pdf,https://lasunison.co.uk/wp-content/uploads/2012/04/20704.pdf,Review by date,,
560,Click here to download the Proposed Final Agreement,proposed-final-agreement-march-9-2012-1,2012-03-10,pdf,https://lasunison.co.uk/wp-content/uploads/2012/03/Proposed-Final-Agreement-March-9-2012-1.pdf,Review by date,,
544,Click here to read the full results of all regions.,ambulance-ballot-results-4th-jan-2011,2012-01-04,pdf,https://lasunison.co.uk/wp-content/uploads/2012/01/Ambulance-Ballot-Results-4th-Jan-2011.pdf,Review by date,,
539,Download the advert for the pensions ballot to display in your workplace.,advert-pensions-ballot,2011-12-11,pdf,https://lasunison.co.uk/wp-content/uploads/2011/12/advert-pensions-ballot.pdf,Review by date,,
497,Download this story as a PDF by clicking here,30-nov-day-of-action,2011-11-27,pdf,https://lasunison.co.uk/wp-content/uploads/2011/11/30-Nov-day-of-action.pdf,Review by date,,
490,Download full document here,protocol-for-ia-30-nov-2011,2011-11-21,pdf,https://lasunison.co.uk/wp-content/uploads/2011/11/Protocol-for-IA-30-Nov-2011.pdf,Review by date,,
484,Click here to download a bulletin for your workplace,day-of-action-nov,2011-11-17,pdf,https://lasunison.co.uk/wp-content/uploads/2011/11/Day-of-Action-Nov.pdf,Review by date,,
481,You can download a bulletin to display in your workplace by clicking here,chair-08-november-2011-2,2011-11-09,pdf,https://lasunison.co.uk/wp-content/uploads/2011/11/Chair-08-November-20111.pdf,Review by date,,
476,You can download a bulletin to display in your workplace by clicking here﻿﻿,chair-08-november-2011,2011-11-08,pdf,https://lasunison.co.uk/wp-content/uploads/2011/11/Chair-08-November-2011.pdf,Review by date,,
467,Pensions Dispute FAQ's,pensions-dispute-faqs,2011-10-16,pdf,https://lasunison.co.uk/wp-content/uploads/2011/10/Pensions-Dispute-FAQs.pdf,Review by date,,
